episode,avg_timestamp_last_200_episodes,exploration_rate
1,25.0,0.5
2,20.5,0.5
3,18.333333333333332,0.5
4,17.0,0.5
5,16.2,0.5
6,15.5,0.5
7,15.142857142857142,0.5
8,14.875,0.5
9,14.88888888888889,0.5
10,14.6,0.5
11,14.454545454545455,0.5
12,14.333333333333334,0.5
13,14.384615384615385,0.5
14,14.214285714285714,0.5
15,14.266666666666667,0.5
16,14.3125,0.5
17,14.235294117647058,0.5
18,14.333333333333334,0.5
19,14.31578947368421,0.5
20,14.35,0.5
21,14.285714285714286,0.5
22,14.181818181818182,0.5
23,14.217391304347826,0.5
24,14.166666666666666,0.5
25,14.72,0.5
26,14.692307692307692,0.5
27,14.703703703703704,0.5
28,14.642857142857142,0.5
29,14.551724137931034,0.5
30,14.533333333333333,0.5
31,14.903225806451612,0.5
32,14.90625,0.5
33,14.909090909090908,0.5
34,15.235294117647058,0.5
35,15.17142857142857,0.5
36,15.13888888888889,0.5
37,15.08108108108108,0.5
38,15.0,0.5
39,15.0,0.5
40,14.925,0.5
41,15.487804878048781,0.5
42,15.428571428571429,0.5
43,15.372093023255815,0.5
44,15.340909090909092,0.5
45,15.311111111111112,0.5
46,15.58695652173913,0.5
47,16.127659574468087,0.5
48,16.104166666666668,0.5
49,16.081632653061224,0.5
50,16.06,0.5
51,16.274509803921568,0.5
52,16.25,0.5
53,16.18867924528302,0.5
54,16.12962962962963,0.5
55,16.345454545454544,0.5
56,16.285714285714285,0.5
57,16.403508771929825,0.5
58,16.379310344827587,0.5
59,16.338983050847457,0.5
60,16.533333333333335,0.5
61,16.688524590163933,0.5
62,16.64516129032258,0.5
63,16.825396825396826,0.5
64,16.8125,0.5
65,16.784615384615385,0.5
66,16.757575757575758,0.5
67,16.686567164179106,0.5
68,16.66176470588235,0.5
69,16.63768115942029,0.5
70,16.6,0.5
71,16.591549295774648,0.5
72,16.555555555555557,0.5
73,16.506849315068493,0.5
74,16.486486486486488,0.5
75,16.44,0.5
76,16.42105263157895,0.5
77,16.376623376623378,0.5
78,16.474358974358974,0.5
79,16.430379746835442,0.5
80,16.4125,0.5
81,16.54320987654321,0.5
82,16.658536585365855,0.5
83,16.626506024096386,0.5
84,16.916666666666668,0.5
85,16.88235294117647,0.5
86,16.96511627906977,0.5
87,17.057471264367816,0.5
88,17.15909090909091,0.5
89,17.10112359550562,0.5
90,17.2,0.5
91,17.175824175824175,0.5
92,17.41304347826087,0.5
93,17.50537634408602,0.5
94,17.4468085106383,0.5
95,17.526315789473685,0.5
96,17.479166666666668,0.5
97,17.432989690721648,0.5
98,17.418367346938776,0.5
99,17.373737373737374,0.5
100,17.32,0.5
101,17.2020202020202,0.5
102,17.244897959183675,0.5
103,17.288659793814432,0.5
104,17.322916666666668,0.5
105,17.357894736842105,0.5
106,17.404255319148938,0.5
107,17.462365591397848,0.5
108,17.48913043478261,0.5
109,17.516483516483518,0.5
110,17.544444444444444,0.5
111,17.640449438202246,0.5
112,17.670454545454547,0.5
113,17.82758620689655,0.5
114,17.8953488372093,0.5
115,18.11764705882353,0.5
116,18.023809523809526,0.5
117,17.903614457831324,0.5
118,17.975609756097562,0.5
119,18.08641975308642,0.5
120,18.175,0.5
121,18.265822784810126,0.5
122,18.333333333333332,0.5
123,18.207792207792206,0.5
124,17.88157894736842,0.5
125,17.906666666666666,0.5
126,17.783783783783782,0.5
127,17.835616438356166,0.5
128,17.680555555555557,0.5
129,17.6056338028169,0.5
130,17.428571428571427,0.5
131,17.318840579710145,0.5
132,17.308823529411764,0.5
133,17.53731343283582,0.5
134,17.803030303030305,0.5
135,17.861538461538462,0.5
136,17.859375,0.5
137,17.936507936507937,0.5
138,18.0,0.5
139,17.885245901639344,0.5
140,17.983333333333334,0.5
141,17.64406779661017,0.5
142,17.637931034482758,0.5
143,17.526315789473685,0.5
144,17.160714285714285,0.5
145,17.036363636363635,0.5
146,16.62962962962963,0.5
147,16.71698113207547,0.5
148,16.807692307692307,0.5
149,17.098039215686274,0.5
150,17.26,0.5
151,17.346938775510203,0.5
152,17.833333333333332,0.5
153,18.25531914893617,0.5
154,18.52173913043478,0.5
155,18.91111111111111,0.5
156,19.295454545454547,0.5
157,18.790697674418606,0.5
158,19.238095238095237,0.5
159,20.21951219512195,0.5
160,20.6,0.5
161,20.333333333333332,0.5
162,20.894736842105264,0.5
163,21.08108108108108,0.5
164,21.416666666666668,0.5
165,21.942857142857143,0.5
166,21.823529411764707,0.5
167,21.575757575757574,0.5
168,23.40625,0.5
169,23.70967741935484,0.5
170,24.066666666666666,0.5
171,23.620689655172413,0.5
172,23.964285714285715,0.5
173,24.296296296296298,0.5
174,26.73076923076923,0.5
175,26.64,0.5
176,26.541666666666668,0.5
177,25.956521739130434,0.5
178,25.772727272727273,0.5
179,25.095238095238095,0.5
180,23.85,0.5
181,23.842105263157894,0.5
182,24.38888888888889,0.5
183,25.176470588235293,0.5
184,25.1875,0.5
185,25.8,0.5
186,26.571428571428573,0.5
187,22.76923076923077,0.5
188,23.5,0.5
189,24.545454545454547,0.5
190,26.8,0.5
191,26.333333333333332,0.5
192,19.75,0.5
193,23.857142857142858,0.5
194,23.333333333333332,0.5
195,18.6,0.5
196,20.75,0.5
197,15.0,0.5
198,13.0,0.5
199,24.0,0.5
200,18.96,0.45
201,18.975,0.45
202,19.02,0.45
203,19.02,0.45
204,19.015,0.45
205,19.08,0.45
206,19.08,0.45
207,19.08,0.45
208,19.09,0.45
209,19.15,0.45
210,19.21,0.45
211,19.21,0.45
212,19.28,0.45
213,19.335,0.45
214,19.355,0.45
215,19.41,0.45
216,19.41,0.45
217,19.425,0.45
218,19.405,0.45
219,19.4,0.45
